gene_name,p_val_adj
LAMP2 Lysosome-associated membrane protein 2 {alternative products},0.8869081933888242
"Fatty acid synthase {3' region} [human, breast and HepG2 cells, mRNA Partial, 2237 nt]",0.887559297606686
GB DEF = Beta adducin,0.8898253364407088
Mitogen induced nuclear orphan receptor (MINOR) mRNA,0.8904404266539472
"GB DEF = Hs-TBX2=T-box gene {T-box region} [human, fetal kidney, mRNA Partial, 283 nt]",0.8904404266539472
"Description: UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase gene extracted from UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase/GalNAc-transferase {3' region, exon 11} [human, placenta, Genomic, 1902 nt]",0.8936665644454442
"GB DEF = Differentiation-stimulating factor/leukemia inhibitory factor receptor {5' region, exon 1} [human, placenta, Genomic, 1350 nt]",0.8937203380446371
GB DEF = FLT3/FLK2 ligand mRNA,0.8950815316621707
HAES-1 mRNA,0.8957971410624305
GB DEF = Chromosome 1q subtelomeric sequence D1S553,0.8965990247694173
"GB DEF = Nicotinamide N-methyltransferase gene, exon 1 and 5' flanking region",0.8965990247694173
Thymopoietin (TMPO) gene,0.8965990247694173
Dihydropyrimidine dehydrogenase mRNA,0.8965990247694173
GARS Glycyl-tRNA synthetase,0.8965990247694173
ERGIC-53 PROTEIN PRECURSOR,0.8976644836797278
Helicase II (RAD54L) mRNA,0.8976799870991612
MAP KINASE-ACTIVATED PROTEIN KINASE 2,0.8978208548509982
Glioma pathogenesis-related protein (GliPR) mRNA,0.8978208548509982
Bak protein mRNA,0.8983929634456633
MHC CLASS II TRANSACTIVATOR CIITA,0.9002734761240613
GT334 protein (GT334) gene mRNA,0.902557778836313
MOP1 mRNA,0.9059758635850779
6-16 gene (interferon-inducible peptide precursor) extracted from Human interferon-inducible peptide (6-16) gene,0.9071209800307803
GB DEF = T-lymphocyte specific protein tyrosine kinase p56lck (lck) abberant mRNA,0.9086305761066217
Neuronatin alpha mRNA,0.9090129529135467
BZIP protein NF-IL3A (IL3BP1) mRNA,0.90917166855214
DHPS Deoxyhypusine synthase,0.9100621230670901
Heterochromatin protein HP1Hs-gamma mRNA,0.9102817124568807
TFIIB related factor hBRF (HBRF) mRNA,0.9102817124568807
Thimet oligopeptidase (metalloproteinase),0.9134127639632984
Splicing factor SRp40-1 (SRp40) mRNA,0.9135036165977721
UBE2I Ubiquitin-conjugating enzyme E2I (homologous to yeast UBC9),0.91372371079271
CREB-RP (creb-rp) mRNA,0.9138225671848561
"Retinoid X receptor beta (RXRbeta) gene, partial 3' transcript, and collagen alpha2(XI) (COL11A2) gene",0.9139174521361542
"GB DEF = Orphan receptor GPR9 (GPR9) gene, partial cds",0.9162746049077586
"TTF1 Transcription termination factor, RNA polymerase I",0.9162746049077586
"TTF1 Transcription termination factor, RNA polymerase I",0.9162746049077586
"GB DEF = Ataxia-telangiectasia locus protein (ATM) gene, exons 1a, 1b, 2, 3 and 4, partial cds",0.9167047749585022
Epb72 gene exon 1,0.9167047749585022
GB DEF = Adenosine kinase mRNA,0.9167047749585022
"DNA-PK mRNA, partial cds",0.9167047749585022
"Pre-T cell receptor alpha-type chain precursor, mRNA",0.9173584289762733
"PPP2R4 Protein phosphatase 2A, regulatory subunit B' alpha-1",0.9173584289762733
Kinesin-related protein,0.9173584289762733
TCOF1 Treacher Collins syndrome susceptibility protein,0.9173584289762733
Ring zinc-finger protein (ZNF127-Xp) gene and 5' flanking sequence,0.9173584289762733
Metargidin precursor mRNA,0.917866567370259
NC2 alpha subunit,0.918930224925534
HK3 Hexokinase 3 (white cell),0.9195701545716662
"Ets transcription factors NERF-1a and NERF-1b (NERF-1a,b) mRNA",0.9195701545716662
B4B,0.9221520542827945
U1-snRNP binding protein homolog mRNA,0.9222258364173779
P2x1 receptor mRNA,0.9222258364173779
Signal transducer and activator of transcription Stat5B mRNA,0.9227494002782427
"MEF2A gene (myocyte-specific enhancer factor 2A, C9 form) extracted from Human myocyte-specific enhancer factor 2A (MEF2A) gene, first coding",0.9234434974310873
Enhancer of rudimentary homolog mRNA,0.924171180455184
CHIT1 Chitinase 1,0.9244037507416829
"GB DEF = Mariner1 transposase gene, complete consensus sequence",0.9244037507416829
"GB DEF = Adrenal Creb-rp homolog (Creb-rp), and tenascin-X (XB), partial cds, mRNA",0.9253667454271806
GB DEF = Plectin,0.9256316164641405
TUB Tubby (mouse) homolog,0.9256667384517917
Ly-6-related protein (9804) gene,0.9256667384517917
Calcium ATPase isoform 3x/a mRNA,0.9261973426801906
"Transcription factor, forkhead related activator 4 (FREAC-4) gene",0.9267928574923214
RPS26 Ribosomal protein S26,0.9267928574923214
Transmembrane protein Jagged 1 (HJ1) mRNA,0.9318832931364197
Ubiquitin-homology domain protein PIC1 mRNA,0.9324722540630497
Ubiquitin-homology domain protein PIC1 mRNA,0.9324722540630497
"Clone 23959 mRNA, partial cds",0.932523317705733
"Ribosomal RNA upstream binding transcription factor (UBTF) gene, partial cds",0.932523317705733
"TCRB T-cell receptor, beta cluster",0.932523317705733
"Lysosomal trafficking regulator (LYST) mRNA, partial cds",0.932523317705733
GB DEF = Polyadenylate binding protein II,0.9329689647875341
"FUSE binding protein 2 (FBP2) mRNA, partial cds",0.9329689647875341
PHAPI2b protein,0.9329689647875341
"GB DEF = Alternatively spliced B8 (B7) mRNA, partial sequence",0.9329689647875341
X-LINKED HELICASE II,0.9329723749016535
HLA-DR ASSOCIATED PROTEIN I,0.9343822048749925
"WSL-LR, WSL-S1 and WSL-S2 proteins",0.9343822048749925
Sigma receptor mRNA,0.9347830827094027
CD97 CD97 antigen (leucocyte antigen),0.9349387821901588
SIP-1 mRNA,0.9349387821901588
"Death domain receptor 3 soluble form (DDR3) mRNA, partial cds",0.9349387821901588
GB DEF = Netrin-2 like protein (NTN2l) mRNA,0.9358852345630091
Butyrophilin (BTF1) mRNA,0.9358852345630091
Butyrophilin (BTF5) mRNA,0.9364676960015161
CD20 RECEPTOR,0.9366645037873275
GB DEF = SOD-2 gene for manganese superoxide dismutase,0.9366706860331719
P68 PROTEIN,0.9370751988202108
PTB-ASSOCIATED SPLICING FACTOR,0.9373230253425523
IL1RN Interleukin 1 receptor antagonist,0.9376236521089931
HOX3D gene for homeoprotein HOX3D,0.9384564846666404
NUCLEOLAR TRANSCRIPTION FACTOR 1,0.9384564846666404
GATA3 GATA-binding protein 3,0.9384564846666404
"ALAS1 Aminolevulinate, delta-, synthase 1",0.9401862387772478
HOX 2.2 gene extracted from Human Hox2.2 gene for a homeobox protein,0.9408760161783858
CSK C-src tyrosine kinase,0.9410372738813589
"RNA polymerase II largest subunit gene extracted from H.sapiens gene for RNA pol II largest subunit, exon 1",0.9410372738813589
"GB DEF = Fas/Apo-1 (clone pCRTM11-Fasdelta(4,7))",0.9412392747062156
"GB DEF = Fas (Apo-1, CD95)",0.9412392747062156
"MYBPC1 Myosin-binding protein C, slow-type",0.9412392747062156
"GB DEF = Integrin associated protein mRNA,",0.9412392747062156
GB DEF = MAL gene exon 4,0.9414132776921084
"GB DEF = SYT-SSX, synovial sarcoma translocation junction",0.9414132776921084
LPAP gene,0.9414132776921084
ALPHA-CENTRACTIN,0.9414132776921084
HEPATOCYTE NUCLEAR FACTOR 4,0.942356308122303
mRNA translocon-associated protein delta subunit precursor,0.942356308122303
MST1 Macrophage stimulating 1 (hepatocyte growth factor-like),0.9425063998157674
"VASP gene, exons 4 to 13",0.9434472984383544
POU5F1 Octamer binding protein 3,0.9436335924127316
"Gene encoding E-cadherin, exon 3 and joined CDS",0.9436335924127316
"LST1 mRNA, cLST1/E splice variant",0.9436335924127316
GB DEF = Smooth muscle LIM protein (h-SmLIM) mRNA,0.9436335924127316
"Pre-Mrna Splicing Factor Sf2p33, Alt. Splice Form 1",0.9436335924127316
"IGHD gene (immunoglobulin delta-chain) extracted from Human germline IgD chain gene, C-region, C-delta-1 domain",0.9436335924127316
"GNB1 Guanine nucleotide binding protein (G protein), beta polypeptide 1",0.9436335924127316
AKT2 V-akt murine thymoma viral oncogene homolog 2,0.9436335924127316
BETA-2-MICROGLOBULIN PRECURSOR,0.9440733858386623
"Ins(1,3,4,5)P4-binding protein",0.944432127560876
GB DEF = Alpha satellite and satellite 3 junction DNA sequence,0.944432127560876
"Mucin 3, Intestinal (Gb:M55405)",0.9445620749556457
Potassium Channel Protein (Gb:Z11585),0.9445620749556457
Spliceosomal Protein Sap 62,0.9460861267323984
Zinc Finger Protein (Gb:M88357),0.9463867724588491
"Small Nuclear Ribonucleoprotein U1, 1snrp",0.9463867724588491
"Small Nuclear Ribonucleoprotein U1, 1snrp",0.9471148733989578
"ZNF91 Zinc finger protein 91 (HPF7, HTF10)",0.9484891661196854
"ZNF91 Zinc finger protein 91 (HPF7, HTF10)",0.9484891661196854
"GB DEF = Unproductively rearranged Ig mu-chain mRNA V-region (VD), 5' end, clone mu-3A1A",0.9490175502917472
Krueppel-related zinc finger protein (H-plk) mRNA,0.9490175502917472
"GB DEF = Neurofilament triplet L protein mRNA, partial cds",0.9490175502917472
Butyrophilin (BTF4) mRNA,0.9490175502917472
"DMA gene extracted from H.sapiens DMA, DMB, HLA-Z1, IPP2, LMP2, TAP1, LMP7, TAP2, DOB, DQB2 and RING8, 9, 13 and 14 genes",0.9490175502917472
"DMA gene extracted from H.sapiens DMA, DMB, HLA-Z1, IPP2, LMP2, TAP1, LMP7, TAP2, DOB, DQB2 and RING8, 9, 13 and 14 genes",0.9490175502917472
Exon 1b; used only in type 2 transcripts from  H.sapiens dbi/acbp gene exon 1 & 2./ntype=DNA /annot=exon,0.9490175502917472
"PDE4C Phosphodiesterase 4C, cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E1)",0.9496967924656335
"GB DEF = DNA mismatch repair protein (hMLH1) mRNA, alternatively spliced, partial cds",0.9499487121398572
"Mucin 3, Intestinal (Gb:M55406)",0.9499487121398572
Neurofibromatosis 2 Tumor Suppressor (Gb:L27065),0.9519533935358998
"Major Histocompatibility Complex, Class Ii Beta W52",0.9519533935358998
"Major Histocompatibility Complex, Class I (Gb:X12432)",0.9519533935358998
"Homeotic Protein C6, Class I",0.9519533935358998
"Major Histocompatibility Complex, Class Ii, Dr Beta 2 (Gb:X65561)",0.9540363364272715
GYPB Glycophorin B,0.9546456791681291
LYZ Lysozyme,0.9547105342993032
LYZ Lysozyme,0.9547105342993032
Lysozyme gene (EC 3.2.1.17),0.9556564643512062
ZNF43 Zinc finger protein 43 (HTF6),0.956226029894468
DDH1 Dihydrodiol dehydrogenase,0.9563716220315528
"GB DEF = Facioscapulohumeral muscular dystrophy (FSHD) gene region, D4Z4 tandem repeat unit",0.9563716220315528
"NAK1 mRNA for DNA binding protein",0.9563716220315528
"Tubulin, Beta 2",0.9581408899462437
"Myosin, Heavy Polypeptide 9, Non-Muscle",0.9582149463316232
"Tubulin, Beta",0.9582149463316232
Sodium Channel 1,0.9582816834460192
"Mucin 6, Gastric (Gb:L07518)",0.9595523315738711
GB DEF = Small proline-rich protein 1 (SPRR1A) gene,0.9595523315738711
Regenerating protein I beta,0.9595523315738711
HMR Hormone receptor (growth factor-inducible nuclear protein N10),0.9618770921911214
Metallothionein-Ie gene (hMT-Ie),0.9618770921911214
Skeletal beta-tropomyosin,0.9619937721710815
Metallothionein I-B gene,0.9619937721710815
PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR,0.9619937721710815
TCF3 Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),0.9623044526089461
"FCGR2A Fc fragment of IgG, low affinity IIa, receptor for (CD32)",0.9628488839465104
"HLA-DRB1 Major histocompatibility complex, class II, DR beta 1",0.9631400558334792
GB DEF = Histone H3.1 (H1F3) gene,0.9643279494525142
"GB DEF = Transducin-like enhancer protein (TLE4) mRNA, 3' end",0.9643279494525142
"GIF=growth inhibitory factor [human, brain, Genomic, 2015 nt]",0.9643279494525142
Delta-globin gene extracted from Human beta globin region on chromosome 11,0.9643279494525142
FLT3LG Fms-related tyrosine kinase 3 ligand,0.9643279494525142
CELLULAR NUCLEIC ACID BINDING PROTEIN,0.9644506817520402
"GB DEF = Anti-B cell autoantibody IgM heavy chain variable V-D-J region (VH4) gene, clone E11, VH4-63 non-productive rearrangement",0.9644506817520402
"Serine kinase (hPAK65) mRNA, partial cds",0.9647251981178242
Uridine diphosphoglucose pyrophosphorylase mRNA,0.9651946492878632
ICH-2 PROTEASE PRECURSOR,0.9651946492878632
"GB DEF = Beta-2 integrin alphaD subunit (ITGAD) gene, exons 25-30, and partial cds",0.9651946492878632
"TRY8 gene (trypsinogen E) extracted from Human germline T-cell receptor beta chain TCRBV17S1A1T, TCRBV2S1, TCRBV10S1P, TCRBV29S1P, TCRBV19S1P, TCRBV15S1, TCRBV11S1A1T, HVB relic, TCRBV28S1P, TCRBV34S1, TCRBV14S1, TCRBV3S1, TCRBV4S1A1T, TRY4, TRY5, TRY6, TRY7, TRY8, TCRBD1, TCRBJ1S1, TCRBJ1S2, TCRBJ1S3, TCRBJ1S4, TCRBJ1S5, TCRBJ1S6, TCRBC1, TCRBD2, TCRBJ2S1, TCRBJ2S2, TCRBJ2S3, TCRBJ2S4, TCRBJ2S5, TCRBJ2S6, TCRBJ2S7, TCRBC2, TCRBV20S1A1N2 genes from bases 452324 to 684973 (section 3 of 3)",0.9653586802870008
Steroidogenic factor 1 mRNA,0.9653658975621278
Death domain containing protein CRADD mRNA,0.9665438588442664
Clone 61501 defective mariner transposon Hsmar2 mRNA sequence,0.967798392947478
Alpha-tubulin mRNA,0.9679298426793176
RNS2 Ribonuclease 2 (eosinophil-derived neurotoxin; EDN),0.9679298426793176
"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, F ALPHA CHAIN PRECURSOR",0.9679298426793176
ECRP gene for eosinophil cationic related protein,0.9679298426793176
L2-9 transcript of unrearranged immunoglobulin V(H)5 pseudogene,0.9696167009844625
ZNF37A Zinc finger protein 37a (KOX 21),0.9700569563949623
RPS26 Ribosomal protein S26,0.970145883733821
GLUL Glutamate-ammonia ligase (glutamine synthase),0.970563753574338
GB DEF = Anion exchange protein,0.9706228720106648
GB DEF = RagB protein,0.9706228720106648
Ubiquitin hydrolase,0.9711389844506982
GB DEF = Chloride channel (putative) 2139bp,0.9711389844506982
GB DEF = Chloride channel (putative) 2163bp,0.9711389844506982
HD21 mRNA,0.9711580185421618
GB DEF = H2B/l gene,0.9711580185421618
H4/j gene,0.9711580185421618
mRNA fragment encoding beta-tubulin. (from clone D-beta-1),0.9711580185421618
H2K binding factor 2 (KBF2) mRNA,0.9711580185421618
Autotaxin mRNA,0.9711580185421618
AVPR1B Arginine vasopressin receptor 1B,0.9711580185421618
SELL Leukocyte adhesion protein beta subunit,0.9711842972722359
DNA-BINDING PROTEIN A,0.9711842972722359
NPPB Natriuretic peptide precursor B,0.9716629951652296
GAP43 Growth associated protein 43,0.9719362301255572
ARAF1 V-raf murine sarcoma 3611 viral oncogene homolog 1,0.9733809757670009
Transcription factor LSF mRNA,0.9739265310383873
Homolog of Drosophila enhancer of split m9/m10 mRNA,0.9748365832434485
GARS Glycyl-tRNA synthetase,0.9768364152084449
Estrogen sulfotransferase mRNA,0.9779250060020216
Protein tyrosine phosphatase sigma mRNA,0.9780926495303152
"Transcription factor E2F like protein [human, mRNA, 2492 nt]",0.9782126036342683
"PRKCB1 Protein kinase C, beta 1",0.9782603224075234
APS Prostate specific antigen,0.9782603224075234
"RAB2 RAB2, member RAS oncogene family",0.9782603224075234
"GABRB1 Gamma-aminobutyric acid (GABA) A receptor, beta 1",0.9782603224075234
RD Radin blood group,0.9782603224075234
JUNB Jun B proto-oncogene,0.9782603224075234
"MYH7 Myosin, heavy polypeptide 7, cardiac muscle, beta",0.9797150628781434
SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b),0.9801214689513199
GB DEF = R kappa B mRNA,0.981878696914296
GB DEF = G-protein coupled receptor,0.9839623867901153
GB DEF = Bone marrow serine protease gene (medullasin) (leukocyte neutrophil elastase gene),0.9840002766713003
ALPHA-CENTRACTIN,0.9840002766713003
GB DEF = Immunoglobulin-related 14.1 protein mRNA,0.9846486978442761
GB DEF = Immunoglobulin-related 14.1 protein mRNA,0.9846486978442761
"GB DEF = Omega light chain protein 14.1 (Ig lambda chain related) gene, exon 3",0.9846486978442761
"GB DEF = Omega light chain protein 14.1 (Ig lambda chain related) gene, exon 3",0.9849744541532476
"GB DEF = Endogenous retroviral H protease/integrase-derived ORF1 mRNA, and putative envelope protein mRNA, partial cds",0.9857709596219304
"HLA-A MHC class I protein HLA-A (HLA-A28,-B40, -Cw3)",0.9857844137263506
"PMS8 mRNA (yeast mismatch repair gene PMS1 homologue), partial cds (C-terminal region)",0.9860369906621792
"PMS8 mRNA (yeast mismatch repair gene PMS1 homologue), partial cds (C-terminal region)",0.9862468842654294
"Major Histocompatibility Complex, Class I, E (Gb:M20022)",0.986843666328981
"Major Histocompatibility Complex, Class I, E (Gb:M21533)",0.9889060269981707
"Luteinizing Hormone, Beta Subunit",0.9894463183741892
"Proline-Rich Protein Prb4, Allele",0.9898152983206329
"IFNA21 Interferon, alpha 21",0.989955361244909
"HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DQ(1) BETA CHAIN PRECURSOR",0.9906664064524051
Chorionic gonadotropin beta subunit gene,0.9913151689673185
Chorionic gonadotropin (hcg) beta subunit mRNA,0.9913151689673185
PRH1 Proline-rich protein HaeIII subfamily 1,0.9913151689673185
Cytochrome P-450 4 gene,0.9913151689673185
(clone Hu lambda-17) lambda-like gene,0.9913151689673185
"KERATIN, TYPE II CYTOSKELETAL 6D",0.9913151689673185
"KERATIN, TYPE II CYTOSKELETAL 6D",0.9913151689673185
"S26 from  Homo sapiens excision and cross link repair protein (ERCC4) gene, complete genomic sequence./ntype=DNA /annot=exon",0.9913151689673185
"PRSS1 Protease, serine, 1 (trypsin 1)",0.9913151689673185
"HLA-DRB1 Major histocompatibility complex, class II, DR beta 5",0.9913151689673185
GB DEF = Histone H2B.1 (H2B) gene,0.9913151689673185
GB DEF = BTF3 protein homologue gene,0.9917723001619296
MAGE-5a antigen (MAGE5a) gene,0.992089593145632
CYTOCHROME P450 IIA6,0.9932699302785489
Metallothionein,0.9932699302785489
GB DEF = Glutamate dehydrogenase,0.9932699302785489
"PRSS3 Protease, serine, 3 (trypsin 3)",0.9932699302785489
GB DEF = Transmembrane protein Tmp21-IIex,0.9932699302785489
GB DEF = H2B/h gene,0.9933062609281288
"ACTB Actin, beta",0.9933062609281288
GAPD Glyceraldehyde-3-phosphate dehydrogenase,0.9933062609281288
CYTOCHROME P450 IA2,0.9933062609281288
Nkat2b mRNA,0.9933062609281288
Natural killer cell receptor (KIR) mRNA,0.9933062609281288
"Major Histocompatibility Complex, Class I, C (Gb:X58536)",0.9933062609281288
"HLA-A MHC class I protein HLA-A (HLA-A28,-B40, -Cw3)",0.9933062609281288
"PRB2 locus salivary proline-rich protein mRNA, clone cP7",0.9933062609281288
"HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DQ(W1.1) BETA CHAIN PRECURSOR",0.9938500097973034
"Integrase gene extracted from Human endogenous retrovirus H clone g10.34 integrase and putative envelope protein genes, partial cds",0.9946007084473023
TIAL1 TIA1 cytotoxic granule-associated RNA-binding protein-like 1,0.9953458392943433
"Ifp35 gene extracted from Human BRCA1, Rho7 and vatI genes, and ipf35 gene, partial cds",0.9968869026887051
PLGL Plasminogen-like protein,0.9968869026887051
Transcriptional activator hSNF2b,0.9991882339934605
Breast epithelial antigen BA46 mRNA,0.9991882339934605
TUBULIN ALPHA-4 CHAIN,0.9991983041541477
PTGER3 Prostaglandin E receptor 3 (subtype EP3) {alternative products},0.9991983041541477
HMG2 High-mobility group (nonhistone chromosomal) protein 2,0.9998382122187928
"GB DEF = Glycophorin Sta (type A) exons 3 and 4, partial",0.9998382122187928
